"transaction_id","amount","transaction_size"
299,"178.07","Medium"
300,"302.64","Medium"
301,"247.41","Medium"
302,"167.27","Medium"
303,"168.04","Medium"
304,"61.96","Medium"
305,"354.41","Medium"
306,"9.91","Small"
307,"227.18","Medium"
308,"368.09","Medium"
309,"488.8846038776326","Medium"
310,"44.87","Small"
311,"252.16","Medium"
312,"170.31","Medium"
313,"245.18","Medium"
314,"139.7","Medium"
315,"269.4","Medium"
316,"291.88","Medium"
317,"292.14","Medium"
318,"239.48","Medium"
319,"280.34","Medium"
320,"117.8","Medium"
321,"169.43","Medium"
322,"327.72","Medium"
323,"314.1","Medium"
324,"309.58","Medium"
325,"196.36","Medium"
326,"261.03","Medium"
327,"100.17","Medium"
328,"200.46","Medium"
329,"160.37","Medium"
330,"163.13","Medium"
331,"286.85","Medium"
332,"170.5","Medium"
333,"2586.1948280094693","Large"
334,"357.66","Medium"
335,"234.6","Medium"
336,"486.5708988154352","Medium"
337,"16.11","Small"
338,"94.4","Medium"
339,"129.15","Medium"
340,"237.3","Medium"
341,"131.36","Medium"
342,"282.04","Medium"
343,"76.81","Medium"
344,"38.52","Small"
345,"341.73","Medium"
346,"161.14","Medium"
347,"114.37","Medium"
348,"235.88","Medium"
349,"149.09","Medium"
350,"266.48","Medium"
351,"162.26","Medium"
352,"162.07","Medium"
353,"295.5","Medium"
354,"100.17","Medium"
355,"155.5","Medium"
356,"339","Medium"
357,"300.59","Medium"
358,"174.36","Medium"
359,"187.17","Medium"
360,"134.65","Medium"
361,"165.03","Medium"
362,"59.39","Medium"
363,"244.13","Medium"
364,"154.57","Medium"
365,"184.14","Medium"
366,"387.15","Medium"
367,"285.34","Medium"
368,"72.57","Medium"
369,"121.99","Medium"
370,"24.07","Small"
371,"297.46","Medium"
372,"318.55","Medium"
373,"107.5","Medium"
374,"146.32","Medium"
375,"238.19","Medium"
376,"122.03","Medium"
377,"218.28","Medium"
378,"254.8","Medium"
379,"217.04","Medium"
380,"214.73","Medium"
381,"165.07","Medium"
382,"132.57","Medium"
383,"302.53","Medium"
384,"330.2","Medium"
385,"240.95","Medium"
386,"2233.139935571644","Large"
387,"274.82","Medium"
388,"152.48","Medium"
389,"137.7","Medium"
390,"143.8","Medium"
391,"404.43","Medium"
392,"108.94","Medium"
393,"275.27","Medium"
394,"256.48","Medium"
395,"286.45","Medium"
396,"202.1","Medium"
397,"67.67","Medium"
398,"347.23","Medium"
399,"207.93","Medium"
400,"248.79","Medium"
401,"266.25","Medium"
402,"305.24","Medium"
403,"72.07","Medium"
404,"344.96","Medium"
405,"257.41","Medium"
406,"242.36","Medium"
407,"266.41","Medium"
408,"132.16","Medium"
409,"153.39","Medium"
410,"277.91","Medium"
411,"87.6","Medium"
412,"1474.0298102287302","Large"
413,"284.94","Medium"
414,"212.02","Medium"
415,"330.93","Medium"
416,"260.89","Medium"
417,"53.05","Medium"
418,"173.32","Medium"
419,"260.42","Medium"
420,"215.13","Medium"
421,"288.28","Medium"
422,"220.1","Medium"
423,"54.21","Medium"
424,"273.08","Medium"
425,"314.18","Medium"
426,"170.41","Medium"
427,"289.89","Medium"
428,"211.88","Medium"
429,"138.5","Medium"
430,"26.46","Small"
431,"164.55","Medium"
432,"298.97","Medium"
433,"226.6","Medium"
434,"334.7","Medium"
435,"431.78","Medium"
436,"287.2","Medium"
437,"322.47","Medium"
438,"446.26","Medium"
439,"159.14","Medium"
440,"294.2","Medium"
441,"340.78","Medium"
442,"212.91","Medium"
443,"307.21","Medium"
444,"283.68","Medium"
445,"310.94","Medium"
446,"297.13","Medium"
447,"311.34","Medium"
448,"212.33","Medium"
449,"164.86","Medium"
450,"116.8","Medium"
451,"177.22","Medium"
452,"298.07","Medium"
453,"187.71","Medium"
454,"174.99","Medium"
455,"86.88","Medium"
456,"225.53","Medium"
457,"44.67","Small"
458,"238.78","Medium"
459,"184.81","Medium"
460,"36.9","Small"
461,"185.7","Medium"
462,"345.85","Medium"
463,"90.84","Medium"
464,"253.2","Medium"
465,"136.63","Medium"
466,"202.41","Medium"
467,"263.07","Medium"
468,"50.86","Medium"
469,"312.35","Medium"
470,"329.41","Medium"
471,"286.29","Medium"
472,"197.51","Medium"
473,"274.63","Medium"
474,"165.8","Medium"
475,"322.81","Medium"
476,"220.97","Medium"
477,"421.84","Medium"
478,"230.87","Medium"
479,"86.4","Medium"
480,"322.82","Medium"
481,"40.25","Small"
482,"316.31","Medium"
483,"226.82","Medium"
484,"262.52","Medium"
485,"99.51","Medium"
486,"57.29","Medium"
487,"268.06","Medium"
488,"153.67","Medium"
489,"152.12","Medium"
490,"298.62","Medium"
491,"305.26","Medium"
492,"291.91","Medium"
493,"347.84","Medium"
494,"79.97","Medium"
495,"60.99","Medium"
496,"413.84","Medium"
497,"22.75","Small"
498,"222.5","Medium"
499,"169.22","Medium"
500,"258.04","Medium"
501,"165.51","Medium"
502,"72.1","Medium"
503,"273.25","Medium"
504,"90.23","Medium"
505,"195.3","Medium"
506,"297.64","Medium"
507,"270.81","Medium"
508,"196.52","Medium"
509,"105.78","Medium"
510,"294.57","Medium"
511,"317.92","Medium"
512,"166.15","Medium"
513,"167.36","Medium"
514,"240.92","Medium"
515,"196.45","Medium"
516,"200.41","Medium"
517,"299.49","Medium"
518,"303.14","Medium"
519,"140.84","Medium"
520,"276.91","Medium"
521,"112.96","Medium"
522,"362.02","Medium"
523,"95.96","Medium"
524,"258.96","Medium"
525,"324.61","Medium"
526,"27.96","Small"
527,"240.7","Medium"
528,"192.03","Medium"
529,"116.34","Medium"
530,"260.18","Medium"
531,"215.85","Medium"
532,"198.17","Medium"
533,"242.52","Medium"
534,"284.54","Medium"
535,"429.67788121547085","Medium"
536,"224.14","Medium"
537,"92.38","Medium"
538,"200.4","Medium"
539,"228.2","Medium"
540,"71.18","Medium"
541,"279.51","Medium"
542,"124.7","Medium"
543,"627.8488834918955","Large"
544,"184.5","Medium"
545,"3254.5200525447917","Large"
546,"299.87","Medium"
547,"181.9","Medium"
548,"111.57","Medium"
549,"427.82","Medium"
550,"149.29","Medium"
551,"146.87","Medium"
552,"186.11","Medium"
553,"239.68","Medium"
554,"81.52","Medium"
555,"170.31","Medium"
556,"56.95","Medium"
557,"71.5","Medium"
558,"140.09","Medium"
559,"752.7070535561838","Large"
560,"42.03","Small"
561,"114.86","Medium"
562,"211.57","Medium"
563,"135.96","Medium"
564,"179.62","Medium"
565,"132.71","Medium"
566,"248.02","Medium"
567,"258.85","Medium"
568,"96.22","Medium"
569,"179.96","Medium"
570,"119.94","Medium"
571,"369.61","Medium"
572,"180.07","Medium"
573,"59.71","Medium"
574,"188.51","Medium"
575,"28.03","Small"
576,"25.55","Small"
577,"228.37","Medium"
578,"94.99","Medium"
579,"123.9","Medium"
580,"195.65","Medium"
581,"309.5","Medium"
582,"276.51","Medium"
583,"222.54","Medium"
584,"305.29","Medium"
585,"23.73","Small"
586,"31.18","Small"
587,"169.14","Medium"
588,"201.71","Medium"
589,"278.54","Medium"
590,"164.6","Medium"
591,"54.84","Medium"
592,"150.12","Medium"
593,"98.62","Medium"
594,"105.86","Medium"
595,"98.86","Medium"
596,"112.86","Medium"
597,"263.58","Medium"
598,"81.49","Medium"
599,"126.35","Medium"
600,"156.14","Medium"
601,"208.98","Medium"
602,"239.41","Medium"
603,"90.2","Medium"
604,"204.45","Medium"
605,"134.73","Medium"
606,"81.29","Medium"
607,"336.61","Medium"
608,"75.77","Medium"
609,"103.43","Medium"
610,"288.15","Medium"
611,"133.08","Medium"
612,"238.41","Medium"
613,"348.86","Medium"
614,"289.3","Medium"
615,"185.15","Medium"
616,"298.64","Medium"
617,"310.31","Medium"
618,"161.37","Medium"
619,"270.52264176288946","Medium"
620,"198.84","Medium"
621,"237.34","Medium"
622,"84.64","Medium"
623,"317.35","Medium"
624,"809.2882212036342","Large"
625,"152.66","Medium"
626,"230.85","Medium"
627,"116.98","Medium"
628,"366.79","Medium"
629,"174.07","Medium"
630,"185.16","Medium"
631,"228.37","Medium"
632,"461.76961178679136","Medium"
633,"134.94","Medium"
634,"137.79","Medium"
635,"177.87","Medium"
636,"73.39","Medium"
637,"278.95","Medium"
638,"99.37","Medium"
639,"27.15","Small"
640,"57.48","Medium"
641,"260.4","Medium"
642,"120.95","Medium"
643,"45.26","Small"
644,"87.71","Medium"
645,"163.54","Medium"
646,"133.38","Medium"
647,"154.63","Medium"
648,"97.31","Medium"
649,"100.27","Medium"
650,"332.12","Medium"
651,"272.87","Medium"
652,"62.41","Medium"
653,"282.1","Medium"
654,"104.94","Medium"
655,"97.84","Medium"
656,"248.83","Medium"
657,"90.19","Medium"
658,"235.87","Medium"
659,"220.08","Medium"
660,"318.95","Medium"
661,"166.64","Medium"
662,"293.25","Medium"
663,"47.87","Small"
664,"220.3","Medium"
665,"26.24","Small"
666,"146.71","Medium"
667,"202.33","Medium"
668,"106.4","Medium"
669,"227.05","Medium"
670,"82.29","Medium"
671,"153.97","Medium"
672,"252.88","Medium"
673,"108.14","Medium"
674,"102.13","Medium"
675,"290.18","Medium"
676,"286.38","Medium"
677,"117.07","Medium"
678,"214.21","Medium"
679,"40.16","Small"
680,"72.48","Medium"
681,"55.22","Medium"
682,"109.18","Medium"
683,"265.62","Medium"
684,"168.26","Medium"
685,"163.39","Medium"
686,"347.33","Medium"
687,"45.99","Small"
688,"25.92","Small"
689,"70.2","Medium"
690,"255.47","Medium"
691,"111.82","Medium"
692,"286.81","Medium"
693,"20.31","Small"
694,"126.9","Medium"
695,"92.18","Medium"
696,"230.49","Medium"
697,"278.29","Medium"
698,"276.02","Medium"
699,"296.26","Medium"
700,"192.29","Medium"
701,"1882.8634872202879","Large"
702,"157.02","Medium"
703,"273.61","Medium"
704,"259.44","Medium"
705,"230.78","Medium"
706,"204.66","Medium"
707,"163.97","Medium"
708,"114.3","Medium"
709,"120.39","Medium"
710,"73.05","Medium"
711,"154.71","Medium"
712,"310.8","Medium"
713,"161.4","Medium"
714,"161.21","Medium"
715,"134.85","Medium"
716,"332.63","Medium"
717,"56.2","Medium"
718,"268.15","Medium"
719,"120.27","Medium"
720,"140.22","Medium"
721,"534.99","Large"
722,"81.46","Medium"
723,"183.94","Medium"
724,"300.47","Medium"
725,"197.64","Medium"
726,"232.09","Medium"
727,"89.01","Medium"
728,"203.52","Medium"
729,"56.42","Medium"
730,"372.5","Medium"
731,"37.66","Small"
732,"284.73","Medium"
733,"291.84","Medium"
734,"143.21","Medium"
735,"241.48","Medium"
736,"151.28","Medium"
737,"347.95","Medium"
738,"78","Medium"
739,"154.9","Medium"
740,"122.27","Medium"
741,"397.25","Medium"
742,"224.87","Medium"
743,"88.2","Medium"
744,"202.12","Medium"
745,"368.56","Medium"
746,"342.38","Medium"
747,"255.5","Medium"
748,"316.33","Medium"
749,"171.34","Medium"
750,"447.46","Medium"
751,"315.36","Medium"
752,"294.61","Medium"
753,"49.95","Small"
754,"1091.7087433027598","Large"
755,"276.49","Medium"
756,"213.31","Medium"
757,"211.62","Medium"
758,"165.8","Medium"
759,"136.52","Medium"
760,"187.56","Medium"
761,"29.95","Small"
762,"194.06","Medium"
763,"113.58","Medium"
764,"115.95","Medium"
765,"2394.5582397023163","Large"
766,"320.48","Medium"
767,"438.65","Medium"
768,"167.69","Medium"
769,"249.98","Medium"
770,"181.41","Medium"
771,"44.63","Small"
772,"447.3","Medium"
773,"237.36","Medium"
774,"195.35","Medium"
775,"130.27","Medium"
776,"273.89","Medium"
777,"128.24","Medium"
778,"249.9","Medium"
779,"75.06","Medium"
780,"298.66","Medium"
781,"268.66","Medium"
782,"184.67","Medium"
783,"122.68","Medium"
784,"192.51","Medium"
785,"202.02","Medium"
786,"75.47","Medium"
787,"76.18","Medium"
788,"261.19","Medium"
789,"282.99","Medium"
790,"118.65","Medium"
791,"295.98","Medium"
792,"190.73","Medium"
793,"69.19","Medium"
794,"174.27","Medium"
795,"41.25","Small"
796,"145.1","Medium"
797,"170.73","Medium"
798,"314.97","Medium"
799,"171.76","Medium"
800,"28.32","Small"
801,"110.85","Medium"
802,"188.85","Medium"
803,"241.43","Medium"
804,"283.68","Medium"
805,"221.61","Medium"
806,"239.79","Medium"
807,"210.21","Medium"
808,"73.42","Medium"
809,"72.59","Medium"
810,"282.39","Medium"
811,"238.92","Medium"
812,"62.84","Medium"
813,"114.09","Medium"
814,"37.43","Small"
815,"261.59","Medium"
816,"245.23","Medium"
817,"78.84","Medium"
818,"209.52","Medium"
819,"183.59","Medium"
820,"19.36","Small"
821,"152.67","Medium"
822,"266.38","Medium"
823,"223.85","Medium"
824,"138.91","Medium"
825,"201.85","Medium"
826,"52.95","Medium"
827,"132.69","Medium"
828,"221.65","Medium"
829,"194.94","Medium"
830,"242.29","Medium"
831,"403.44","Medium"
832,"264.71","Medium"
833,"98.8","Medium"
834,"135.05","Medium"
835,"445.49","Medium"
836,"299.37","Medium"
837,"223.79","Medium"
838,"393.06","Medium"
839,"301.44","Medium"
840,"70.58","Medium"
841,"335.53","Medium"
842,"267.06","Medium"
843,"128.6","Medium"
844,"128.14","Medium"
845,"165.98","Medium"
846,"295.22","Medium"
847,"329.9","Medium"
848,"308.02","Medium"
849,"127","Medium"
850,"191.63","Medium"
851,"91.92","Medium"
852,"287.94","Medium"
853,"231.77","Medium"
854,"294.34","Medium"
855,"19.25","Small"
856,"125.96","Medium"
857,"165.86","Medium"
858,"200.98","Medium"
859,"255.28","Medium"
860,"293.65","Medium"
861,"388.14","Medium"
862,"128.66","Medium"
863,"278.53","Medium"
864,"189.62","Medium"
865,"271.94","Medium"
866,"119.6","Medium"
867,"72.41","Medium"
868,"23.69","Small"
869,"257.86","Medium"
870,"241.57","Medium"
871,"115.95","Medium"
872,"237.03","Medium"
873,"240.77","Medium"
874,"158.08","Medium"
875,"70.92","Medium"
876,"222.89","Medium"
877,"141.27","Medium"
878,"117.88956143522279","Medium"
879,"64.8","Medium"
880,"271.91","Medium"
881,"208.49","Medium"
882,"242.59","Medium"
883,"262.66","Medium"
884,"43.19","Small"
885,"64.62","Medium"
886,"94.81","Medium"
887,"200.84","Medium"
888,"1799.2420540336557","Large"
889,"116.78","Medium"
890,"12.35","Small"
891,"42.16","Small"
892,"161.86","Medium"
893,"94.97","Medium"
894,"313.11","Medium"
895,"38.56","Small"
896,"238.32","Medium"
897,"116.93","Medium"
898,"422.28","Medium"
899,"56.27","Medium"
900,"342.78","Medium"
901,"109.28","Medium"
902,"258.09","Medium"
903,"271.75","Medium"
904,"94.67","Medium"
905,"302.71","Medium"
906,"221.13","Medium"
907,"226.39","Medium"
908,"308.19","Medium"
909,"235.04","Medium"
910,"412.41","Medium"
911,"91.13","Medium"
912,"163.46","Medium"
913,"177.09","Medium"
914,"158.66","Medium"
915,"267","Medium"
916,"262.3","Medium"
917,"220.44","Medium"
918,"175.22","Medium"
919,"277.76","Medium"
920,"214.49","Medium"
921,"90.44","Medium"
922,"274.37","Medium"
923,"124.32","Medium"
924,"157.89","Medium"
925,"895.5669623154243","Large"
926,"52.76","Medium"
927,"174.77","Medium"
928,"304.95","Medium"
929,"275.05","Medium"
930,"245.09","Medium"
931,"70.62","Medium"
932,"63.67","Medium"
933,"192.65","Medium"
934,"231.04","Medium"
935,"312.73","Medium"
936,"234.19","Medium"
937,"275.13","Medium"
938,"94.43","Medium"
939,"168.73","Medium"
940,"1039.682665251054","Large"
941,"132.76","Medium"
942,"160.86","Medium"
943,"454.34","Medium"
944,"276.08","Medium"
945,"159.86","Medium"
946,"158.23","Medium"
947,"21.53","Small"
948,"111.51","Medium"
949,"45.15","Small"
950,"113.12","Medium"
951,"62.58","Medium"
952,"99.27","Medium"
953,"246.8","Medium"
954,"220.23","Medium"
955,"301.8","Medium"
956,"95.2","Medium"
957,"208.99","Medium"
958,"100.05","Medium"
959,"231.15","Medium"
960,"192.28","Medium"
961,"301.75","Medium"
962,"83.67","Medium"
963,"171.88","Medium"
964,"333.55","Medium"
965,"156.4","Medium"
966,"241.47","Medium"
967,"91.16","Medium"
968,"196.01","Medium"
969,"209.83","Medium"
970,"150.59","Medium"
971,"110.72","Medium"
972,"218.76","Medium"
973,"200.67","Medium"
974,"216.08","Medium"
975,"409.4","Medium"
976,"97.87","Medium"
977,"1712.0006844328002","Large"
978,"314.65","Medium"
979,"133.76","Medium"
980,"163.53","Medium"
981,"105.18","Medium"
982,"140.57","Medium"
983,"162.6","Medium"
984,"301.61","Medium"
985,"405.95","Medium"
986,"282.51","Medium"
987,"364.4","Medium"
988,"72.08","Medium"
989,"332.02","Medium"
990,"207.52","Medium"
991,"237.75","Medium"
992,"229.33","Medium"
993,"305.81","Medium"
994,"61.46","Medium"
995,"229.16","Medium"
996,"323.51","Medium"
997,"213.66","Medium"
998,"80.53","Medium"
999,"308.28","Medium"
1000,"191.34","Medium"
1001,"208.88","Medium"
1002,"153.18","Medium"
1003,"114.83","Medium"
1004,"370.26","Medium"
1005,"409.66","Medium"
1006,"448.04","Medium"
1007,"273.74","Medium"
1008,"328.11","Medium"
1009,"177.38","Medium"
1010,"89.12","Medium"
1011,"199.83","Medium"
1012,"149.94","Medium"
1013,"354.33","Medium"
1014,"318.83","Medium"
1015,"284.11","Medium"
1016,"177.39","Medium"
1017,"65.25","Medium"
1018,"58.51","Medium"
1019,"271.15","Medium"
1020,"190.41","Medium"
1021,"235.93","Medium"
1022,"221.67","Medium"
1023,"130.24","Medium"
1024,"77.96","Medium"
1025,"230.93","Medium"
1026,"432.41","Medium"
1027,"281.45","Medium"
1028,"135.33","Medium"
1029,"290.58","Medium"
1030,"319","Medium"
1031,"225.51","Medium"
1032,"194.59","Medium"
1033,"258.68","Medium"
1034,"163.86","Medium"
1035,"158.38","Medium"
1036,"218.48","Medium"
1037,"243.96","Medium"
1038,"156.91","Medium"
1039,"56.4","Medium"
1040,"48.08","Small"
1041,"246.06","Medium"
1042,"300.51","Medium"
1043,"253.31","Medium"
1044,"275.52","Medium"
1045,"346.42","Medium"
1046,"220.59","Medium"
1047,"26.38","Small"
1048,"65.32","Medium"
1049,"105.02","Medium"
1050,"219.52","Medium"
1051,"209.88","Medium"
1052,"201.66","Medium"
1053,"303.91","Medium"
1054,"230.71","Medium"
1055,"106.98","Medium"
1056,"230.12","Medium"
1057,"195.73","Medium"
1058,"354.09","Medium"
1059,"228.78","Medium"
1060,"237.04","Medium"
1061,"211.74","Medium"
1062,"85.04","Medium"
1063,"254.26","Medium"
1064,"68.36","Medium"
1065,"367.19","Medium"
1066,"38.39","Small"
1067,"17.46","Small"
1068,"284.39","Medium"
1069,"209.84","Medium"
1070,"264.95","Medium"
1071,"206.13","Medium"
1072,"246.55","Medium"
1073,"218","Medium"
1074,"8.02","Small"
1075,"151.89","Medium"
1076,"249.14","Medium"
1077,"34.8","Small"
1078,"218.55","Medium"
1079,"71.06","Medium"
1080,"138.17","Medium"
1081,"56.78","Medium"
1082,"14.61","Small"
1083,"441.16","Medium"
1084,"61.65","Medium"
1085,"212.64","Medium"
1086,"389.06","Medium"
1087,"340.47","Medium"
1088,"94.21","Medium"
1089,"233.55","Medium"
1090,"264.33","Medium"
1091,"161.26","Medium"
1092,"152.65","Medium"
1093,"158.2","Medium"
1094,"170.88","Medium"
1095,"139.14","Medium"
1096,"1863.2289063810647","Large"
1097,"2174.4504986590787","Large"
1098,"87.45","Medium"
1099,"94.94","Medium"
1100,"184.03","Medium"
1101,"156.72","Medium"
1102,"36.78","Small"
1103,"265.93","Medium"
1104,"234.98","Medium"
1105,"394.21","Medium"
1106,"183.47","Medium"
1107,"181.15","Medium"
1108,"193.53","Medium"
1109,"179.62","Medium"
1110,"156.41","Medium"
1111,"184.85","Medium"
1112,"274.13","Medium"
1113,"147.27","Medium"
1114,"76.84","Medium"
1115,"305.14","Medium"
1116,"323.99","Medium"
1117,"214.3","Medium"
1118,"316.61","Medium"
1119,"268.3","Medium"
1120,"298.85","Medium"
1121,"214.26","Medium"
1122,"219.82","Medium"
1123,"309.63","Medium"
1124,"43.97","Small"
1125,"57.21","Medium"
1126,"158.26","Medium"
1127,"29.96","Small"
1128,"101.5","Medium"
1129,"239.87","Medium"
1130,"159.87","Medium"
1131,"45.27","Small"
1132,"382.99","Medium"
1133,"325.51","Medium"
1134,"212.42","Medium"
1135,"166.28","Medium"
1136,"219.67","Medium"
1137,"221.41","Medium"
1138,"314.3","Medium"
1139,"227.65","Medium"
1140,"135.63","Medium"
1141,"2801.0125064162144","Large"
1142,"308.67","Medium"
1143,"217.56","Medium"
1144,"30.96","Small"
1145,"139.51","Medium"
1146,"369.35","Medium"
1147,"291.08","Medium"
1148,"118.08","Medium"
1149,"328.3","Medium"
1150,"166.74","Medium"
