transaction_id,customer_id,merchant_id,card_id,amount,timestamp,transaction_type,is_fraud
64,143,88,284,35.28,2025-10-24 08:32:28,Online,0
65,481,127,980,184.86,2025-07-25 04:14:09,Online,0
66,167,87,334,133.87,2025-10-11 06:32:31,Online,0
67,440,123,905,122.74,2025-10-19 20:27:27,Online,0
68,432,65,891,310.61,2025-06-20 19:19:59,POS,0
69,434,131,893,370.29,2025-08-12 07:56:25,Online,0
70,55,155,123,180.12,2025-09-01 09:35:10,POS,0
71,297,113,615,32.42,2025-11-05 00:15:32,Online,0
72,694,84,1395,23.67,2025-09-28 14:53:55,POS,0
73,253,37,515,132.04,2025-07-30 15:26:03,Online,0
74,222,143,444,156.72,2025-08-16 20:08:20,Online,0
75,432,104,890,134.94,2025-06-04 08:51:06,POS,0
76,679,134,1370,21.43,2025-07-11 18:10:39,Online,0
77,40,163,90,99.55,2025-09-16 18:09:54,Online,0
78,477,3,972,160.48,2025-06-20 14:52:50,POS,0
79,444,193,912,327.76,2025-07-17 20:07:11,POS,0
80,405,1,834,43.03,2025-07-29 18:37:23,Online,0
81,495,151,1013,192.93,2025-07-08 04:01:44,POS,0
82,602,96,1219,46.41,2025-06-10 16:54:17,POS,0
83,588,104,1191,274.76,2025-06-04 03:32:51,Online,0
84,362,168,745,262.98,2025-10-20 17:32:06,Online,0
85,33,42,77,121.0,2025-09-10 08:51:43,Online,0
86,125,118,253,202.14,2025-10-27 16:45:01,POS,0
87,356,180,734,59.4,2025-07-23 05:02:40,Online,0
88,422,57,867,244.74,2025-07-30 16:12:22,POS,0
89,389,171,801,298.58,2025-07-15 11:25:18,POS,0
90,253,181,515,183.47,2025-10-06 12:26:48,POS,0
91,643,153,1302,279.59,2025-10-02 10:16:46,POS,0
92,618,195,1250,94.39,2025-07-11 09:59:45,Online,0
93,102,20,218,152.52,2025-10-16 23:05:57,POS,0
94,691,162,1391,352.38,2025-05-22 09:33:46,POS,0
95,726,16,1461,207.43,2025-10-15 07:54:11,Online,0
96,177,68,353,159.81,2025-07-02 17:11:27,Online,0
97,296,100,614,121.99,2025-07-06 14:40:38,Online,0
98,279,101,579,79.32,2025-08-21 11:04:19,POS,0
99,760,89,1534,329.71,2025-07-30 21:19:24,Online,0
100,304,184,631,125.7,2025-11-02 03:20:06,POS,0
101,14,56,35,67.75,2025-10-06 17:12:59,Online,0
102,590,182,1195,181.05,2025-08-02 00:17:06,Online,0
103,500,173,1024,173.8,2025-10-06 05:17:44,Online,0
104,571,115,1159,153.57,2025-09-06 20:24:39,Online,0
105,580,169,1175,74.49,2025-09-07 08:11:12,Online,0
106,509,17,1041,154.79,2025-07-14 11:09:00,Online,0
107,543,16,1104,72.94,2025-09-11 22:47:25,Online,0
108,27,149,65,47.74,2025-05-28 20:12:02,POS,0
109,785,111,1586,55.35,2025-11-04 20:46:08,Online,0
110,532,96,1086,141.47,2025-08-30 04:39:39,Online,0
111,691,4,1391,189.89,2025-05-17 13:29:23,Online,0
112,109,86,228,183.82,2025-06-21 20:45:43,POS,0
113,679,8,1371,331.36,2025-08-13 23:28:09,Online,0
114,497,87,1017,286.36,2025-08-30 10:12:04,Online,0
115,705,73,1415,245.08,2025-09-07 19:18:07,POS,0
116,155,129,307,103.46,2025-10-21 20:19:07,Online,0
117,279,87,581,201.82,2025-11-03 15:15:11,Online,0
118,471,29,961,1200.27323845864,2025-11-13 16:53:07,Online,1
119,201,130,400,296.02,2025-05-24 01:41:01,POS,0
120,311,84,646,172.61,2025-08-04 10:31:28,Online,0
121,39,101,89,293.38,2025-09-12 02:25:20,POS,0
122,727,111,1462,139.9,2025-09-23 19:13:21,Online,0
123,652,133,1316,126.43,2025-05-25 08:25:56,POS,0
124,327,65,678,231.59,2025-06-19 14:05:36,POS,0
125,602,24,1219,102.38,2025-10-04 22:29:54,Online,0
126,786,25,1587,187.47,2025-10-19 21:15:35,POS,0
127,372,183,767,339.49,2025-07-06 08:04:44,POS,0
128,102,8,218,144.76,2025-07-14 12:01:52,Online,0
129,311,70,646,185.76,2025-07-16 13:32:21,Online,0
130,563,77,1144,227.63,2025-06-02 03:50:51,Online,0
131,403,66,830,103.16,2025-11-03 12:21:47,Online,0
132,474,47,968,61.79,2025-05-31 04:55:42,POS,0
133,7,14,16,99.21,2025-06-03 13:50:29,POS,0
134,371,92,766,361.49,2025-09-03 23:35:41,Online,0
135,29,130,71,764.3199749151574,2025-06-01 19:07:02,POS,1
136,149,79,295,277.99,2025-06-24 21:22:08,Online,0
137,178,162,354,88.04,2025-07-30 00:20:30,POS,0
138,63,143,136,335.55,2025-10-30 20:07:01,Online,0
139,57,18,125,161.01,2025-07-27 00:25:01,Online,0
140,748,196,1510,84.89,2025-08-06 19:49:17,Online,0
141,654,187,1320,326.29,2025-11-02 01:46:39,Online,0
142,135,103,273,278.37,2025-07-27 23:08:59,Online,0
143,225,155,448,60.68,2025-09-28 03:41:00,Online,0
144,155,10,308,287.84,2025-06-26 10:14:14,Online,0
145,594,134,1203,401.21,2025-06-09 16:30:02,Online,0
146,261,104,535,297.31,2025-09-13 02:54:07,Online,0
147,609,21,1232,199.1,2025-05-25 00:50:59,POS,0
148,604,146,1222,297.51,2025-11-01 01:38:03,Online,0
149,346,37,717,145.69,2025-06-27 08:52:38,Online,0
150,730,34,1472,285.23,2025-05-22 11:40:21,Online,0
151,526,25,1073,53.31,2025-07-14 18:17:30,Online,0
152,390,169,804,112.2,2025-11-08 06:49:53,POS,0
153,583,39,1181,200.06,2025-11-01 09:03:25,POS,0
154,719,49,1445,396.6,2025-07-29 22:01:53,Online,0
155,198,81,395,224.81,2025-10-26 23:37:14,POS,0
156,793,95,1601,198.5,2025-07-14 18:54:38,POS,0
157,726,85,1461,246.48,2025-11-13 06:16:59,POS,0
158,199,108,396,138.72,2025-07-21 01:13:09,POS,0
159,277,11,575,187.32,2025-10-31 06:31:19,Online,0
160,212,182,421,263.0,2025-10-19 22:43:43,Online,0
161,187,178,375,78.88,2025-06-11 23:07:08,Online,0
162,274,193,565,296.3,2025-10-01 11:33:05,POS,0
163,266,65,544,266.67,2025-08-05 10:45:26,Online,0
164,485,4,990,115.62,2025-09-21 01:39:22,POS,0
165,80,68,171,104.47,2025-09-10 08:46:12,POS,0
166,40,23,90,110.63,2025-07-14 11:56:41,POS,0
167,342,139,709,266.48,2025-09-03 16:56:21,Online,0
168,347,96,718,332.78,2025-06-17 12:53:20,Online,0
169,222,161,444,337.16,2025-09-09 04:23:58,POS,0
170,429,124,886,299.91,2025-11-05 13:41:00,Online,0
171,289,11,604,147.69,2025-10-04 18:09:09,POS,0
172,45,103,102,215.33,2025-06-21 10:58:01,Online,0
173,141,136,282,156.9,2025-05-21 11:16:14,POS,0
174,31,80,75,346.85,2025-09-12 04:28:32,POS,0
175,732,112,1475,212.41,2025-08-05 22:24:22,Online,0
176,764,4,1539,166.25,2025-11-14 06:36:29,POS,0
177,576,187,1169,96.83,2025-10-29 02:02:40,Online,0
178,427,27,879,264.19,2025-06-08 10:46:02,Online,0
179,60,33,130,223.11,2025-09-26 09:11:12,Online,0
180,106,131,223,166.61,2025-11-12 07:12:31,Online,0
181,143,165,284,100.1,2025-08-07 17:10:53,Online,0
182,239,165,483,334.01,2025-05-17 10:40:37,Online,0
183,769,5,1547,193.61,2025-05-19 13:15:05,Online,0
184,392,152,810,260.84,2025-06-14 07:56:47,POS,0
185,259,47,529,343.4,2025-05-22 00:49:17,POS,0
186,264,173,539,121.53,2025-05-17 21:25:21,POS,0
187,156,59,311,299.47,2025-08-09 00:12:41,POS,0
188,81,176,173,333.11,2025-08-07 12:04:26,Online,0
189,467,35,953,74.8,2025-07-13 05:07:58,POS,0
190,64,138,137,217.56,2025-11-01 22:01:37,Online,0
191,245,71,500,270.74,2025-08-25 10:36:27,POS,0
192,518,189,1060,108.82,2025-06-12 18:24:06,Online,0
193,128,138,258,304.37,2025-08-21 18:19:08,POS,0
194,767,23,1545,138.86,2025-07-19 15:41:16,Online,0
195,587,138,1187,118.16,2025-09-14 03:11:44,POS,0
196,235,129,472,368.88,2025-06-07 01:35:00,Online,0
197,314,123,652,282.37,2025-10-15 05:32:19,POS,0
198,642,186,1301,183.41,2025-06-08 19:12:57,POS,0
199,616,127,1246,131.19,2025-08-31 23:23:28,POS,0
200,667,49,1348,221.62,2025-08-07 19:15:07,POS,0
201,227,16,453,194.33,2025-06-07 06:46:41,POS,0
202,355,74,733,170.87,2025-06-13 12:50:03,Online,0
203,261,199,534,47.22,2025-07-08 19:44:59,Online,0
204,367,88,755,113.37,2025-11-01 01:36:21,POS,0
205,586,69,1186,206.62,2025-09-02 10:06:57,POS,0
206,42,161,94,160.38,2025-06-29 12:15:04,POS,0
207,461,127,941,329.11,2025-08-13 01:29:22,Online,0
208,439,66,902,130.86,2025-09-16 16:42:10,POS,0
209,498,118,1020,274.72,2025-05-17 16:32:33,POS,0
210,628,179,1272,368.24,2025-09-02 11:55:12,POS,0
211,68,123,144,177.93,2025-06-24 06:36:56,POS,0
212,461,190,941,99.73,2025-10-12 09:35:13,Online,0
213,226,62,450,315.04,2025-06-15 11:58:39,POS,0
214,169,128,337,129.66,2025-10-06 23:13:19,Online,0
215,689,23,1387,34.39,2025-06-15 08:42:52,POS,0
216,375,18,772,29.53,2025-07-28 12:53:22,POS,0
217,142,167,283,77.53,2025-10-21 11:00:09,POS,0
218,553,175,1124,300.01,2025-05-31 17:14:30,POS,0
219,257,168,524,291.51,2025-08-19 09:07:31,POS,0
220,517,90,1059,301.68,2025-09-26 10:34:54,POS,0
221,313,46,651,117.01,2025-09-27 08:01:22,Online,0
222,597,55,1209,289.59,2025-10-27 02:30:43,Online,0
223,291,112,607,160.23,2025-11-13 14:56:57,POS,0
224,164,9,328,361.84,2025-05-27 23:15:46,POS,0
225,745,113,1504,147.36,2025-06-10 22:06:10,Online,0
226,377,99,776,343.76,2025-07-10 06:53:34,POS,0
227,600,37,1217,243.93,2025-05-16 12:11:40,Online,0
228,559,40,1137,96.71,2025-10-07 02:42:49,POS,0
229,133,175,269,295.72,2025-09-20 19:01:57,POS,0
230,555,64,1129,201.93,2025-07-29 13:24:49,POS,0
231,731,159,1474,204.65,2025-08-22 06:13:16,Online,0
232,570,66,1157,180.11,2025-06-21 05:53:37,POS,0
233,207,72,413,300.55,2025-10-19 13:04:47,POS,0
234,449,177,919,296.4,2025-09-24 05:28:52,Online,0
235,706,107,1417,200.73,2025-05-16 07:34:02,POS,0
236,473,89,966,302.1,2025-06-19 05:29:21,Online,0
237,51,188,112,57.06,2025-06-29 04:45:51,Online,0
238,682,158,1374,275.12,2025-05-21 00:09:33,POS,0
239,530,100,1082,339.48,2025-07-08 05:32:10,Online,0
240,214,85,424,23.07,2025-07-09 13:08:28,POS,0
241,601,7,1218,272.68,2025-06-27 22:10:18,Online,0
242,471,17,961,241.5,2025-07-06 08:03:07,Online,0
243,159,32,314,100.37,2025-10-01 16:34:00,POS,0
244,340,117,702,91.85,2025-07-30 04:40:18,Online,0
245,119,93,242,222.69,2025-11-07 10:55:38,Online,0
246,56,56,124,211.18,2025-07-06 08:42:15,POS,0
247,11,23,28,221.69,2025-10-07 04:47:49,POS,0
248,661,4,1334,234.82,2025-06-09 01:19:53,POS,0
249,255,111,520,143.69,2025-11-03 23:41:09,Online,0
250,175,26,349,31.8,2025-06-23 13:53:49,POS,0
251,376,147,773,192.95,2025-11-10 00:21:23,Online,0
252,206,38,411,158.7,2025-08-04 03:15:08,POS,0
253,691,48,1391,343.91,2025-08-21 01:26:10,Online,0
254,301,198,624,347.95,2025-09-18 12:12:09,POS,0
255,757,53,1529,12.14,2025-10-12 19:24:26,POS,0
256,291,9,607,142.94,2025-09-13 16:12:38,POS,0
257,753,144,1522,296.62,2025-07-04 09:16:28,Online,0
258,309,158,642,73.53,2025-10-21 11:12:36,Online,0
259,244,130,498,366.68,2025-10-31 09:35:35,POS,0
260,687,85,1383,184.18,2025-07-09 19:55:18,POS,0
261,268,7,549,65.15,2025-05-18 04:05:00,POS,0
262,263,5,538,77.71,2025-10-26 13:26:27,POS,0
263,782,21,1579,86.48,2025-11-09 15:11:38,POS,0
264,325,27,675,296.19,2025-08-29 11:50:33,POS,0
265,86,87,185,236.05,2025-05-21 22:31:00,POS,0
266,242,176,492,80.36,2025-07-04 17:52:19,Online,0
267,507,65,1038,209.55,2025-10-12 05:59:44,POS,0
268,568,26,1152,85.33,2025-05-16 14:53:22,Online,0
269,603,53,1220,345.26,2025-06-20 13:25:37,Online,0
270,157,171,312,205.49,2025-07-17 17:10:59,POS,0
271,730,71,1471,295.93,2025-06-28 01:09:37,Online,0
272,56,81,124,24.04,2025-06-09 08:17:33,Online,0
273,701,77,1406,137.64,2025-05-24 16:10:40,POS,0
274,44,84,99,160.16,2025-10-11 12:42:12,POS,0
275,162,53,323,266.56,2025-08-06 11:05:03,POS,0
276,360,117,743,56.03,2025-06-03 06:52:06,Online,0
277,491,39,1003,40.26,2025-09-12 05:43:08,POS,0
278,329,132,681,94.66,2025-05-28 08:02:53,Online,0
279,145,58,289,203.99,2025-11-03 12:46:12,Online,0
280,200,92,398,1114.3584884053437,2025-05-27 00:21:14,POS,1
281,243,71,495,249.95,2025-06-20 20:40:26,Online,0
282,593,127,1200,221.74,2025-09-19 15:06:55,POS,0
283,43,39,95,138.2,2025-09-18 09:36:02,Online,0
284,681,145,1373,134.08,2025-10-31 03:50:21,POS,0
285,735,77,1482,222.74,2025-06-26 14:35:10,POS,0
286,784,8,1583,460.0,2025-09-12 17:46:28,Online,0
287,93,186,201,155.89,2025-08-16 20:35:30,Online,0
288,523,148,1069,251.9,2025-09-06 06:38:13,Online,0
289,208,35,414,156.21,2025-08-06 07:59:45,POS,0
290,509,98,1041,149.46,2025-05-17 12:38:32,POS,0
291,409,15,841,299.47,2025-06-11 06:48:15,POS,0
292,307,162,639,391.15,2025-09-20 10:15:10,POS,0
293,98,159,207,409.98,2025-08-08 00:33:23,POS,0
294,472,34,963,469.37,2025-06-09 06:38:14,Online,0
295,222,199,444,273.92,2025-08-31 14:04:59,Online,0
296,654,194,1321,266.78,2025-11-10 09:28:50,POS,0
297,628,163,1272,192.36,2025-09-19 12:59:51,POS,0
298,307,3,639,116.71,2025-09-13 23:26:05,POS,0
299,481,39,980,178.07,2025-11-08 19:02:18,POS,0
300,595,17,1205,302.64,2025-06-22 01:25:49,Online,0
301,26,68,63,247.41,2025-09-16 03:37:06,Online,0
302,726,45,1461,167.27,2025-09-15 15:29:48,Online,0
303,659,66,1330,168.04,2025-07-25 00:18:03,POS,0
304,26,146,63,61.96,2025-09-12 03:03:00,Online,0
305,732,177,1475,354.41,2025-11-11 23:28:24,POS,0
306,665,195,1342,9.91,2025-08-10 15:20:32,POS,0
307,731,150,1474,227.18,2025-08-19 05:26:51,POS,0
308,192,16,386,368.09,2025-07-26 23:05:00,POS,0
309,347,146,718,488.8846038776326,2025-08-10 14:59:17,POS,1
310,796,170,1608,44.87,2025-11-02 05:11:10,Online,0
311,515,30,1054,252.16,2025-10-04 15:22:52,Online,0
312,411,38,845,170.31,2025-08-17 08:52:06,POS,0
313,354,97,731,245.18,2025-05-26 00:38:58,POS,0
314,109,90,228,139.7,2025-10-30 08:03:01,POS,0
315,589,200,1193,269.4,2025-08-15 12:52:54,Online,0
316,716,106,1440,291.88,2025-08-21 14:47:18,Online,0
317,260,177,532,292.14,2025-06-24 07:32:57,Online,0
318,420,7,863,239.48,2025-09-10 08:34:28,POS,0
319,101,194,216,280.34,2025-05-17 21:38:04,POS,0
320,130,200,264,117.8,2025-10-05 08:52:41,Online,0
321,409,79,841,169.43,2025-08-18 15:00:03,Online,0
322,382,160,787,327.72,2025-08-15 18:08:21,Online,0
323,499,36,1021,314.1,2025-09-09 23:34:58,POS,0
324,413,50,849,309.58,2025-07-04 22:00:02,Online,0
325,536,121,1091,196.36,2025-08-25 14:59:07,Online,0
326,81,72,173,261.03,2025-10-10 10:25:42,POS,0
327,615,83,1244,100.17,2025-08-29 08:45:14,POS,0
328,14,168,35,200.46,2025-10-13 05:47:31,Online,0
329,734,36,1480,160.37,2025-10-28 19:09:51,Online,0
330,310,47,643,163.13,2025-10-11 14:48:41,Online,0
331,400,48,826,286.85,2025-06-02 21:38:27,Online,0
332,407,25,837,170.5,2025-06-30 07:42:57,Online,0
333,446,7,914,2586.1948280094693,2025-06-06 07:36:14,POS,1
334,64,141,137,357.66,2025-06-17 01:10:15,POS,0
335,704,70,1413,234.6,2025-06-15 00:10:29,Online,0
336,679,124,1370,486.5708988154352,2025-05-16 13:53:39,Online,1
337,474,49,967,16.11,2025-09-01 09:45:06,POS,0
338,474,56,967,94.4,2025-08-05 04:57:50,POS,0
339,283,17,589,129.15,2025-06-14 15:56:59,Online,0
340,710,115,1428,237.3,2025-10-13 09:27:49,Online,0
341,185,152,369,131.36,2025-09-07 17:44:39,Online,0
342,485,34,990,282.04,2025-10-30 06:52:43,POS,0
343,103,177,219,76.81,2025-10-27 20:16:10,Online,0
344,352,154,728,38.52,2025-10-02 07:31:40,Online,0
345,703,145,1410,341.73,2025-07-07 21:45:18,Online,0
346,426,89,876,161.14,2025-06-17 09:21:30,POS,0
347,250,45,508,114.37,2025-08-04 18:13:16,POS,0
348,575,156,1166,235.88,2025-06-21 16:23:51,POS,0
349,358,194,739,149.09,2025-08-05 00:58:38,Online,0
350,217,91,432,266.48,2025-06-22 23:48:44,Online,0
351,678,151,1368,162.26,2025-06-03 08:02:40,Online,0
352,402,188,829,162.07,2025-08-11 13:21:43,POS,0
353,644,135,1303,295.5,2025-11-13 07:27:14,POS,0
354,577,24,1170,100.17,2025-09-10 04:56:49,Online,0
355,297,133,615,155.5,2025-09-23 03:07:55,POS,0
356,335,27,692,339.0,2025-06-25 14:21:31,Online,0
357,726,102,1461,300.59,2025-09-12 08:50:17,POS,0
358,389,54,801,174.36,2025-10-23 12:11:52,POS,0
359,647,136,1309,187.17,2025-10-11 09:00:15,Online,0
360,203,11,403,134.65,2025-09-12 20:22:55,POS,0
361,245,30,500,165.03,2025-09-10 15:11:43,Online,0
362,255,8,519,59.39,2025-06-04 06:18:28,POS,0
363,548,70,1113,244.13,2025-09-30 01:11:10,POS,0
364,469,76,957,154.57,2025-07-28 21:35:49,Online,0
365,90,111,194,184.14,2025-06-07 21:43:18,POS,0
366,692,85,1392,387.15,2025-05-22 23:53:29,POS,0
367,102,198,218,285.34,2025-08-18 13:45:28,Online,0
368,55,118,123,72.57,2025-07-07 22:49:16,POS,0
369,284,103,590,121.99,2025-05-28 23:58:11,Online,0
370,282,69,586,24.07,2025-07-26 04:53:28,Online,0
371,690,66,1390,297.46,2025-08-02 01:35:56,Online,0
372,713,198,1435,318.55,2025-08-19 10:04:35,POS,0
373,605,82,1223,107.5,2025-07-31 16:37:01,POS,0
374,595,29,1205,146.32,2025-07-24 13:17:54,POS,0
375,613,77,1240,238.19,2025-06-22 22:39:41,Online,0
376,667,71,1348,122.03,2025-06-05 08:20:52,POS,0
377,736,72,1486,218.28,2025-06-01 09:11:35,POS,0
378,401,34,827,254.8,2025-08-10 13:26:19,Online,0
379,86,61,183,217.04,2025-10-20 05:11:11,POS,0
380,534,14,1088,214.73,2025-06-18 09:26:39,Online,0
381,133,66,269,165.07,2025-07-19 21:04:03,Online,0
382,703,127,1410,132.57,2025-06-27 07:38:38,Online,0
383,745,86,1505,302.53,2025-06-29 08:08:02,Online,0
384,338,113,698,330.2,2025-10-23 02:54:58,POS,0
385,455,135,931,240.95,2025-05-30 18:15:51,POS,0
386,689,198,1388,2233.139935571644,2025-09-25 13:26:20,POS,1
387,641,73,1299,274.82,2025-07-09 07:25:21,Online,0
388,475,32,969,152.48,2025-08-22 22:53:23,POS,0
389,546,144,1109,137.7,2025-09-15 10:12:02,POS,0
390,385,101,792,143.8,2025-08-01 02:28:58,Online,0
391,616,6,1245,404.43,2025-08-16 12:01:15,POS,0
392,698,152,1400,108.94,2025-05-22 11:01:40,POS,0
393,39,78,89,275.27,2025-09-08 10:52:20,POS,0
394,683,181,1377,256.48,2025-07-09 00:28:44,POS,0
395,79,103,169,286.45,2025-06-03 11:00:19,POS,0
396,661,100,1333,202.1,2025-07-03 17:42:48,POS,0
397,114,182,235,67.67,2025-09-17 00:17:04,POS,0
398,725,159,1459,347.23,2025-09-07 03:02:33,POS,0
399,590,178,1194,207.93,2025-07-26 21:16:39,POS,0
400,457,165,934,248.79,2025-11-07 17:45:30,Online,0
401,414,159,850,266.25,2025-11-05 16:10:57,POS,0
402,508,100,1040,305.24,2025-08-23 13:37:32,Online,0
403,103,43,219,72.07,2025-05-29 05:11:35,POS,0
404,578,61,1172,344.96,2025-07-26 19:05:17,Online,0
405,96,29,205,257.41,2025-08-11 11:41:34,POS,0
406,292,194,608,242.36,2025-10-18 04:18:09,POS,0
407,556,78,1131,266.41,2025-05-19 18:48:40,Online,0
408,275,1,569,132.16,2025-05-25 03:28:43,Online,0
409,64,37,137,153.39,2025-07-31 06:25:11,Online,0
410,688,113,1385,277.91,2025-07-09 11:37:32,Online,0
411,441,96,906,87.6,2025-08-16 13:55:50,POS,0
412,320,87,665,1474.0298102287302,2025-07-24 10:23:09,Online,1
413,320,187,665,284.94,2025-08-02 16:27:46,POS,0
414,102,98,218,212.02,2025-05-16 21:25:22,POS,0
415,38,85,86,330.93,2025-06-04 16:31:08,POS,0
416,794,92,1602,260.89,2025-09-27 13:51:13,POS,0
417,567,43,1150,53.05,2025-10-02 18:45:49,Online,0
418,509,63,1041,173.32,2025-11-12 10:35:07,POS,0
419,338,14,698,260.42,2025-09-14 11:53:06,Online,0
420,442,14,909,215.13,2025-05-18 02:34:37,POS,0
421,591,189,1197,288.28,2025-07-02 18:07:01,POS,0
422,468,64,956,220.1,2025-11-07 12:47:08,POS,0
423,100,42,212,54.21,2025-09-19 12:48:01,Online,0
424,409,172,841,273.08,2025-06-09 11:57:16,Online,0
425,394,88,813,314.18,2025-07-24 08:17:07,Online,0
426,379,80,779,170.41,2025-10-16 17:04:41,Online,0
427,252,194,514,289.89,2025-05-25 07:22:58,POS,0
428,719,122,1444,211.88,2025-07-21 15:54:23,POS,0
429,2,69,3,138.5,2025-08-17 04:53:43,Online,0
430,249,146,505,26.46,2025-07-02 09:41:27,POS,0
431,352,118,728,164.55,2025-10-16 08:01:43,POS,0
432,551,125,1118,298.97,2025-09-16 12:48:46,Online,0
433,231,172,459,226.6,2025-07-01 16:03:48,POS,0
434,563,9,1144,334.7,2025-09-16 07:30:08,Online,0
435,711,54,1429,431.78,2025-11-03 05:15:42,Online,0
436,39,2,87,287.2,2025-06-26 05:00:26,POS,0
437,433,80,892,322.47,2025-09-07 02:29:56,POS,0
438,243,146,495,446.26,2025-07-29 14:36:51,POS,0
439,501,116,1026,159.14,2025-09-14 06:28:20,POS,0
440,484,41,988,294.2,2025-08-29 10:57:48,Online,0
441,160,39,318,340.78,2025-07-29 22:20:17,Online,0
442,193,70,387,212.91,2025-11-03 02:55:16,POS,0
443,414,92,850,307.21,2025-05-19 06:51:17,Online,0
444,582,36,1179,283.68,2025-07-11 15:35:47,POS,0
445,697,46,1398,310.94,2025-07-20 11:13:00,POS,0
446,107,120,226,297.13,2025-09-03 22:40:36,POS,0
447,760,81,1534,311.34,2025-09-21 10:37:23,Online,0
448,387,146,796,212.33,2025-10-02 07:29:10,Online,0
449,774,84,1560,164.86,2025-06-24 19:49:47,Online,0
450,254,86,518,116.8,2025-10-14 11:50:47,Online,0
451,53,63,120,177.22,2025-07-02 01:35:59,Online,0
452,114,54,234,298.07,2025-06-01 07:10:07,Online,0
453,374,131,769,187.71,2025-09-29 09:34:19,Online,0
454,540,28,1099,174.99,2025-08-25 00:12:21,Online,0
455,289,157,603,86.88,2025-09-19 18:42:05,POS,0
456,188,179,376,225.53,2025-08-02 16:18:47,POS,0
